,uuid,title,publisher,link,providerPublishTime,type,thumbnail,relatedTickers
73,85e810bd-2bfc-3ee4-94ba-49b369228b40,"These Stocks Are Moving the Most Today: Oracle, Tesla, Apple, GameStop, and More",Barrons.com,https://finance.yahoo.com/m/85e810bd-2bfc-3ee4-94ba-49b369228b40/these-stocks-are-moving-the.html,1686675600,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/rlNNFo4eHoUC_ZkdxSE0Pw--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Barrons.com/c015529d80c15fc14ccc2aa565533354', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/Oc7H5WMUQ1SQOLd3nnaKpg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Barrons.com/c015529d80c15fc14ccc2aa565533354', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['AAPL', 'TSLA', 'ORCL', 'HD']"
75,14458ab8-5bef-3f94-a05e-b71cd95d125a,The Home Depot Provides Update on Strategic Objectives; Reaffirms Fiscal 2023 Guidance; Establishes Market Stability Outlook,PR Newswire,https://finance.yahoo.com/news/home-depot-provides-strategic-objectives-100000466.html,1686650400,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/.Ugcj5tPK0pwqrZpR4WnEg--~B/aD00MDA7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/prnewswire.com/cf7b3b4b6a74ea48f5d4c491b01e355d', 'width': 400, 'height': 400, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/9rwWkubNtYTa9auyGZ0cnw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/prnewswire.com/cf7b3b4b6a74ea48f5d4c491b01e355d', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['HD']
77,8c56972a-7080-3573-b208-a8d399de6001,A Home Depot Worker's Bathroom Mirror Selfie Now Has Over 30 Million Views,TheStreet.com,https://finance.yahoo.com/m/8c56972a-7080-3573-b208-a8d399de6001/a-home-depot-worker%27s.html,1686604140,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/0rpJNq.40fZarDjMOSh8Dg--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/thestreet.com/f478f157209a2689c062502610169279', 'width': 1920, 'height': 1080, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/m_cjPHczfxemUSOR.X7llg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/f478f157209a2689c062502610169279', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['HD']
79,bcc784f7-8596-39d1-be5e-3193b431e232,"Home Depot, Adobe, Oracle, the Fed, Inflation, and More to Watch This Week",Barrons.com,https://finance.yahoo.com/m/bcc784f7-8596-39d1-be5e-3193b431e232/home-depot%2C-adobe%2C-oracle%2C.html,1686572880,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/tfcQOyf3blEbFTxUkEfHyw--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Barrons.com/0a1ae6d4cd466603ce70b0e10eee96a3', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/3tNHNfU2wv5zNQnRDBDCSQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Barrons.com/0a1ae6d4cd466603ce70b0e10eee96a3', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['HD', 'LEN-B']"
80,76b446dc-5be0-3b3a-aa01-b7fe48101062,Salesforce Aims to Plug ‘AI Trust Gap’ With New Tech Tools,The Wall Street Journal,https://finance.yahoo.com/m/76b446dc-5be0-3b3a-aa01-b7fe48101062/salesforce-aims-to-plug-%E2%80%98ai.html,1686691380,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/1yUuh1HhoEMjSat_ufs4ig--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/7524ee086d39586de443b7a4fa11cced', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/il_xZE3Tv0Ht7vlQRHhmfw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/wsj.com/7524ee086d39586de443b7a4fa11cced', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['CRM']
81,8f4bfb98-8d46-3bd7-885d-e4fdb5b840c4,Salesforce Introduces Big New Tech That Will Cost Hundreds of Thousands Per Year,TheStreet.com,https://finance.yahoo.com/m/8f4bfb98-8d46-3bd7-885d-e4fdb5b840c4/salesforce-introduces-big-new.html,1686677820,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/pU12ITMF5CG2kFyXNktOsw--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/thestreet.com/77db65f83b1f08583c0fb891cbb892e2', 'width': 1920, 'height': 1080, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/Lr_p_pKBexzR_Eor5zgTrA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/77db65f83b1f08583c0fb891cbb892e2', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['CRM']
82,3fedf18b-b9ac-4629-bd47-89a582b425fc,Salesforce CEO Marc Benioff: The AI wave will be ‘the biggest that anyone has ever seen’,Yahoo Finance,https://finance.yahoo.com/news/salesforce-ceo-marc-benioff-the-ai-wave-will-be-the-biggest-that-anyone-has-ever-seen-163523992.html,1686674123,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/EHpPwspV5MnMIW5b_THq0w--~B/aD0zMzMzO3c9NTAwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2023-01/4756d450-9dce-11ed-aa9f-e46c8d7024c7', 'width': 5000, 'height': 3333, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/Sc8A7BKuzFc0poh7XtPY9w--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-01/4756d450-9dce-11ed-aa9f-e46c8d7024c7', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['CRM']
83,1b3c07c1-0dcd-3ee4-a63a-69f93d2a42dd,Salesforce CEO Mark Benioff says 'this AI wave will be the biggest that anyone has ever seen',Yahoo Finance Video,https://finance.yahoo.com/video/salesforce-ceo-mark-benioff-says-162004500.html,1686673204,VIDEO,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/4gwD2nJ79GTj95Aw7IDEAg--~B/aD0zMDk3O3c9NTUwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2023-06/1d6d7be0-0a06-11ee-be6f-25db37d1c93e', 'width': 5500, 'height': 3097, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/Ck2GQSZ_wHtrDuRHAPR0Yg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-06/1d6d7be0-0a06-11ee-be6f-25db37d1c93e', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['CRM']
84,e7780d4f-73e7-32dc-a00b-2762c176f29d,AI's 'commercial application' setting it apart from the dot com bubble: Strategist,Yahoo Finance Video,https://finance.yahoo.com/video/ais-commercial-application-setting-apart-134718646.html,1686664038,VIDEO,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/ythgrJKZwy6OhHr6kBobuA--~B/aD0xNjg5O3c9MzAwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2023-06/69b18760-09ef-11ee-9be9-36d7737dcda3', 'width': 3000, 'height': 1689, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/oy_Vks2BfjFDKmPUoYLQDg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-06/69b18760-09ef-11ee-9be9-36d7737dcda3', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['^GSPC', '^NDX', 'CRM', '^DJI', '^IXIC']"
85,1cc86739-34a2-34c9-9148-6de7639bb496,Salesforce (CRM) Expands Generative AI Tools With AI Cloud,Zacks,https://finance.yahoo.com/news/salesforce-crm-expands-generative-ai-124100190.html,1686660060,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/zpOfEMFsWdiCEQGjpX9FHA--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/a93223749b9366fe082c80e40b692962', 'width': 635, 'height': 400, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/BubnYYyaS6OkkAC0WYmOOg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/a93223749b9366fe082c80e40b692962', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['ADBE', 'CRM']"
86,e1fa24a6-3b34-33ca-a410-10448e8090d4,What will it take for companies to trust AI chatbots with sensitive data?,Quartz,https://finance.yahoo.com/news/companies-trust-ai-chatbots-sensitive-084900774.html,1686646140,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/tmIcHPKj8nEGOuOmqVIiTQ--~B/aD0zNTg7dz02MzY7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/quartz.com/8f5d7f40e07d2e72192da0b58035b126', 'width': 636, 'height': 358, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/YlUzGshIFTWL.fBCePJxYQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/quartz.com/8f5d7f40e07d2e72192da0b58035b126', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['CRM']
87,896a730a-2bf0-34f8-ab1e-c223b8b7f83e,Salesforce’s Marc Benioff Sees Jump in Investor Support After 61% Rally,Bloomberg,https://finance.yahoo.com/news/salesforce-marc-benioff-sees-jump-232803964.html,1686612483,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/JXCx.nZvNpHIJXC_rD6bYQ--~B/aD0xMzM0O3c9MjAwMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/bloomberg_technology_68/48bbc3934ba39b9eb98d7a097b1fd678', 'width': 2000, 'height': 1334, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/8n3FbWF7gQYyALJQyAEu4g--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/bloomberg_technology_68/48bbc3934ba39b9eb98d7a097b1fd678', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['CRM']
89,b7366ada-46a2-3648-b91b-244b843dae4e,Wells Fargo Insiders Sold US$1.6m Of Shares Suggesting Hesitancy \,Simply Wall St.,https://finance.yahoo.com/news/wells-fargo-insiders-sold-us-110017000.html,1686394817,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/D3i0C.T_0fYm3fMIQyGZKA--~B/aD00MzI7dz0xMTk0O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/simply_wall_st__316/1fc483cd9438e859939a9525ca9d9a21', 'width': 1194, 'height': 432, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/pIGwK.bqdwEciVHs3TO4SQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/simply_wall_st__316/1fc483cd9438e859939a9525ca9d9a21', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['WFC']
90,3a4fc853-e504-35b9-9d2b-e28e485b2568,This Bargain Stock Is the Cheapest It's Been in Years,Motley Fool,https://finance.yahoo.com/m/3a4fc853-e504-35b9-9d2b-e28e485b2568/this-bargain-stock-is-the.html,1686302700,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/s49vGPaFJ8okz1dt9AI8Sg--~B/aD0zODQwO3c9NTc2MDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/motleyfool.com/eda12713a44c4741260c3bbaa4088476', 'width': 5760, 'height': 3840, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/YYmFpSbVMpScvaqMppJjwg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/eda12713a44c4741260c3bbaa4088476', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['C', 'SDAWW', 'WFC']"
91,5772e5ec-ca1a-3dfe-a041-712480453293,"Half of business owners do not want their children to inherit, survey finds",Yahoo Finance Video,https://finance.yahoo.com/video/half-business-owners-not-want-155138079.html,1686153098,VIDEO,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Wnw3lot3bpmmw6KmudzEdw--~B/aD0zMDkyO3c9NTUwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2023-06/2b4e1e50-054b-11ee-bff7-bdd75b7fad11', 'width': 5500, 'height': 3092, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/a.1Cy1il3dUuP77nKvyWbw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2023-06/2b4e1e50-054b-11ee-bff7-bdd75b7fad11', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['WFC']
92,e57cf13f-8c70-3036-867b-720bb79ce1d9,Regional Bank Stocks Rebound on Expected Pause in Rate Hikes,Zacks,https://finance.yahoo.com/news/regional-bank-stocks-rebound-expected-143800966.html,1686148680,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/Q8q4wTdHnhyt3QWg1GSoWw--~B/aD00MTM7dz02MjA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/13ef0cbdd626b9134bdaaea145b83b5c', 'width': 620, 'height': 413, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/duQbUA2mjwkIYNxxyPFXVg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/13ef0cbdd626b9134bdaaea145b83b5c', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['WFC', 'CMA', 'KEY']"
94,f19cd9c0-b59c-3b4e-a93a-7129e923c41e,UBS Poaches $2.5 Billion Merrill Lynch Advisor Team,Barrons.com,https://finance.yahoo.com/m/f19cd9c0-b59c-3b4e-a93a-7129e923c41e/ubs-poaches-%242.5-billion.html,1686078480,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/iWpkQIOv5uF3nmZJjMil7A--~B/aD02NDA7dz0xMjgwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Barrons.com/909b0fd66011ec57055911601fb3061f', 'width': 1280, 'height': 640, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/TxwloYGXBmy9ou7YFtqA.A--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Barrons.com/909b0fd66011ec57055911601fb3061f', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['UBS', 'WFC']"
95,61d848f8-8cdf-3079-922a-676f75c4a51c,Is It Worth Investing in Wells Fargo (WFC) Based on Wall Street's Bullish Views?,Zacks,https://finance.yahoo.com/news/worth-investing-wells-fargo-wfc-133006707.html,1686058206,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/XFzKRSTb2_xUaLSOCP9.Bg--~B/aD02MDI7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/a41b81fe729c761f3f94f42ff348f70c', 'width': 900, 'height': 602, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/UF5vS9CCA_LIuCo4lg9rzA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/a41b81fe729c761f3f94f42ff348f70c', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['WFC']
96,60781927-257c-33b8-a26f-8e173167c91f,6 Grocery Store Deals That Beat Target and Walmart,GOBankingRates,https://finance.yahoo.com/news/6-grocery-store-deals-beat-195918082.html,1686686358,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/bhAwV64Sgt.lAwEmzRk0pw--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/gobankingrates_644/fd1ce018687288d3e2fa5648d1ca381f', 'width': 1920, 'height': 1080, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/9q4w0umacCOJhlCxScf1CQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/gobankingrates_644/fd1ce018687288d3e2fa5648d1ca381f', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['WMT', 'COST']"
97,525bd4d8-deb1-321c-b3c9-7aba3a1f818e,Costco Has an Answer For Walmart and Sam's Club,TheStreet.com,https://finance.yahoo.com/m/525bd4d8-deb1-321c-b3c9-7aba3a1f818e/costco-has-an-answer-for.html,1686678540,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/tsxjBhP1xyv6rmysh3qqVw--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/thestreet.com/b0976291fa2ace1afea83b2defe2bc11', 'width': 1920, 'height': 1080, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/28DghciIVs7_E_7veECNDA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/thestreet.com/b0976291fa2ace1afea83b2defe2bc11', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['COST', 'WMT']"
98,341f421b-4d92-3c2d-a20c-1639b9be4a53,"Walmart, McDonald’s, Amazon and Other Companies Offering Tuition Reimbursement — Here’s How To Qualify",GOBankingRates,https://finance.yahoo.com/news/walmart-mcdonald-amazon-other-companies-160817864.html,1686672497,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/l0pwjv51lDz_MZVb4WbGXg--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/gobankingrates_644/fe092bf7f2510e24e7144b1762f401a1', 'width': 1920, 'height': 1080, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/dfRUGRVY9TSNOJQZ3bzMdQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/gobankingrates_644/fe092bf7f2510e24e7144b1762f401a1', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['MCD', 'WMT', 'FDX']"
99,8864da2b-99fc-37e5-bdf1-21249e455c1a,"Top Stock Reports for Apple, UnitedHealth & Eli Lilly",Zacks,https://finance.yahoo.com/news/top-stock-reports-apple-unitedhealth-160200551.html,1686672120,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/TQkU0H.CxMylDmSzBbGZVg--~B/aD02MDE7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/4431b82fb7536cade95af6a7edc9076b', 'width': 900, 'height': 601, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/FEabaX3sROlKyTaGBHA5Kg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/4431b82fb7536cade95af6a7edc9076b', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['LLY', 'AAPL', 'UNH', 'WELL', 'WMT']"
100,cc0fc531-58f1-3769-a810-09c8a786a725,Walmart to invest $257 million in beef-packing plant in Kansas,Reuters,https://finance.yahoo.com/news/walmart-invest-257-million-beef-152053335.html,1686669653,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/pfBRk_a7C8Q5Iv1ij5s.Bw--~B/aD00OTc7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/0661b00e02e6d493cf83e7899751d639', 'width': 800, 'height': 497, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/swu5goc5QaBgDUQb8fHD.g--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/reuters-finance.com/0661b00e02e6d493cf83e7899751d639', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['WMT']
101,62a5caeb-1e8b-393e-972c-07b7ab284d6e,"Ollie's Bargain (OLLI) Rides on Business Model, Customer Reach",Zacks,https://finance.yahoo.com/news/ollies-bargain-olli-rides-business-125900308.html,1686661140,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/z8Qz8rrW6H5jimSU26WQWA--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/9ba640bf1abb80736d625fec5c9007c7', 'width': 635, 'height': 400, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/aMqTV1VUw.vqPo3MKDOp0g--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/9ba640bf1abb80736d625fec5c9007c7', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['OLLI', 'TJX', 'WMT']"
102,45f0a927-9d59-3f36-996e-ff58abd9fee2,3 Things Too Many People Get Wrong About Investing,Motley Fool,https://finance.yahoo.com/m/45f0a927-9d59-3f36-996e-ff58abd9fee2/3-things-too-many-people-get.html,1686592826,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/abUVuBL6Xef5d3fvFCUy7Q--~B/aD00ODM7dz03MjQ7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/5ed34dce5668ef2680bf1f45b3726313', 'width': 724, 'height': 483, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/CbaRxK6CDwmEjeknYIantw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/5ed34dce5668ef2680bf1f45b3726313', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['WMT']
103,dc0a7db7-527b-3efd-a9a2-82d425d8399a,"Sprouts Farmers' (SFM) Product Innovation, Stores Drive Growth",Zacks,https://finance.yahoo.com/news/sprouts-farmers-sfm-product-innovation-135500589.html,1686578100,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/lY3wr_2PWydraW.rjQZlyA--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/6e0eea77024f8a02b541f11695d7c6a6', 'width': 635, 'height': 400, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/2UuY_PjO7HKJpTDUj6ZK5A--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/zacks.com/6e0eea77024f8a02b541f11695d7c6a6', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['SFM', 'TJX', 'WMT']"
104,f39a90d0-fd64-329f-a015-eed403c87da1,Here’s Why You Should Consider Buying Taiwan Semiconductor Manufacturing Co. (TSM) Shares,Insider Monkey,https://finance.yahoo.com/news/why-consider-buying-taiwan-semiconductor-162240950.html,1686673360,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/CCuYPGCryt.92CvfAz.l5Q--~B/aD00MjI7dz03NTA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/insidermonkey.com/b58e0cd999b08163aaf476d533377764', 'width': 750, 'height': 422, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/PLmfan6i8_QSTqxx8F5p6A--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/insidermonkey.com/b58e0cd999b08163aaf476d533377764', 'width': 140, 'height': 140, 'tag': '140x140'}]}",['TSM']
105,fa317501-2bf7-35a7-90b0-8e4e330d2b9a,Did Broadcom Just Deal a Blow to Intel's Fledgling Foundry Services Business?,Motley Fool,https://finance.yahoo.com/m/fa317501-2bf7-35a7-90b0-8e4e330d2b9a/did-broadcom-just-deal-a-blow.html,1686661687,STORY,"{'resolutions': [{'url': 'https://s.yimg.com/uu/api/res/1.2/s7cCadnFBY8WxJ7Ni8IBYQ--~B/aD0yMTYwO3c9NDA5NjthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/motleyfool.com/588cc59a15bdb8f4d10fd9327c064d91', 'width': 4096, 'height': 2160, 'tag': 'original'}, {'url': 'https://s.yimg.com/uu/api/res/1.2/kWdOwbDhHmHzv1j_Bi.TRg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/588cc59a15bdb8f4d10fd9327c064d91', 'width': 140, 'height': 140, 'tag': '140x140'}]}","['INTC', 'AVGO', 'TSM']"
